battingTeam_x,key_0,balls_x,runs_x,player_out_x,balls_y,runs_y,player_out_y,Winning Batting_Team
Sri Lanka,618,308.6,55,5,299.2,61,3,0
Pakistan,406,299.4,67,3,295.7,61,4,1
Zimbabwe,702,291.0,57,3,298.1,75,0,0
Australia,55,315.1,67,3,291.0,80,1,0
Bangladesh,105,312.6,69,3,291.0,52,5,1
Bangladesh,176,315.9,40,5,293.4,55,3,0
India,619,303.2,93,2,312.1,95,1,0
Bangladesh,286,311.6,100,1,310.8,109,3,0
Zimbabwe,601,295.7,56,3,307.1,68,2,0
England,498,291.0,74,2,299.4,26,8,1
Australia,577,302.4,101,2,306.9,73,4,1
India,123,309.1,75,3,298.7,71,3,1
South Africa,746,305.1,96,0,323.3,72,4,1
Sri Lanka,423,292.7,78,3,291.7,65,3,1
New Zealand,599,300.4,51,5,299.7,58,1,0
Pakistan,403,291.0,55,3,300.4,38,4,1
Afghanistan,449,301.4,61,3,293.7,62,2,0
Pakistan,107,303.4,83,2,317.8,59,3,1
Zimbabwe,613,306.1,64,5,309.8,65,6,0
Australia,368,335.5,92,1,291.0,52,3,1
New Zealand,174,297.2,92,5,291.0,83,2,1
South Africa,300,148.1,78,4,153.1,46,5,1
Afghanistan,439,297.2,85,2,299.2,79,3,1
Pakistan,260,297.7,72,2,300.7,65,1,1
West Indies,93,308.2,49,4,307.8,54,4,0
Sri Lanka,13,300.5,47,3,291.0,66,2,0
India,503,301.4,110,1,312.9,104,1,1
West Indies,686,291.7,57,3,296.1,72,1,0
New Zealand,499,293.7,80,1,295.7,103,1,0
West Indies,707,291.0,95,0,291.0,55,3,1
South Africa,201,294.7,69,4,304.1,66,4,1
India,359,325.8,68,2,299.7,69,2,0
West Indies,217,323.0,96,5,319.5,118,4,0
England,371,298.5,47,3,291.0,66,4,0
Ireland,434,315.3,110,2,301.8,81,1,1
Bangladesh,185,292.7,65,4,294.5,65,2,1
Australia,753,295.4,71,4,297.2,57,2,1
Pakistan,635,299.4,68,2,291.0,61,3,1
India,567,291.0,48,4,291.0,81,1,0
New Zealand,412,291.0,49,3,305.4,77,3,0
South Africa,575,306.9,87,1,308.1,77,3,1
South Africa,56,302.4,98,1,296.7,59,4,1
Ireland,327,295.7,92,1,310.1,84,4,1
South Africa,337,300.5,82,3,306.2,58,4,1
India,456,295.7,71,2,291.0,74,2,0
West Indies,606,299.4,46,5,305.1,71,1,0
Afghanistan,604,318.6,108,1,295.7,82,1,1
England,360,298.7,83,2,214.2,82,5,1
Zimbabwe,590,310.1,84,2,301.4,82,1,1
Bangladesh,81,323.1,95,5,252.4,93,3,1
India,336,313.5,77,1,293.4,62,2,1
South Africa,242,296.4,88,1,307.2,72,3,1
Afghanistan,92,304.1,72,4,300.4,83,9,0
West Indies,294,308.5,44,5,296.7,56,3,0
South Africa,220,296.4,57,5,312.5,57,2,1
New Zealand,534,291.0,84,1,291.7,47,4,1
New Zealand,114,296.7,54,3,306.1,50,3,1
Sri Lanka,380,295.7,43,7,306.1,94,0,0
New Zealand,612,300.4,106,0,304.4,81,3,1
Sri Lanka,512,291.0,66,0,292.7,70,2,0
Afghanistan,699,322.6,115,1,292.7,76,4,1
Ireland,31,291.0,58,3,296.5,107,2,0
India,396,303.4,64,4,302.6,53,4,1
New Zealand,555,316.9,58,3,297.7,60,2,0
South Africa,89,291.0,66,3,299.4,85,1,0
England,654,293.7,79,4,300.1,53,5,1
Australia,670,296.4,80,2,295.7,74,5,1
India,119,291.0,64,1,291.0,69,3,0
Pakistan,195,296.7,92,1,303.9,97,3,0
Pakistan,293,291.0,94,1,299.2,74,6,1
Bangladesh,91,301.8,76,4,294.5,85,2,0
South Africa,2,303.8,57,4,304.9,65,2,0
England,445,300.4,96,3,300.4,85,3,1
Netherlands,57,293.7,61,4,291.0,66,2,0
New Zealand,501,310.9,34,6,10.2,6,0,1
Sri Lanka,714,315.9,73,2,300.4,62,3,1
West Indies,298,294.4,74,2,292.7,64,6,1
West Indies,243,300.4,48,3,291.0,55,2,0
England,126,291.0,64,4,291.0,39,8,1
Sri Lanka,447,331.7,107,2,303.2,104,1,1
Afghanistan,571,291.0,52,3,294.7,58,3,0
South Africa,502,291.0,59,4,293.4,51,3,1
Australia,129,294.7,51,4,299.7,67,2,0
South Africa,507,291.0,61,3,299.7,77,2,0
Sri Lanka,279,299.7,90,3,295.7,82,2,1
India,51,315.1,86,1,297.7,84,2,1
Pakistan,389,305.1,85,1,298.7,59,2,1
Pakistan,731,291.0,66,1,291.0,78,1,0
New Zealand,477,300.5,68,3,297.7,75,1,0
Australia,476,313.1,104,0,293.7,91,4,1
Pakistan,42,303.2,69,1,303.4,53,3,1
India,76,291.0,117,0,308.2,102,1,1
South Africa,483,293.7,100,0,291.0,101,0,0
Pakistan,565,305.2,59,4,317.6,94,0,0
Zimbabwe,425,297.4,63,1,293.7,106,3,0
Pakistan,647,296.7,90,1,302.1,69,3,1
South Africa,475,302.5,95,1,294.5,66,4,1
Pakistan,457,292.7,39,6,301.4,57,2,0
New Zealand,690,298.2,114,0,320.2,135,1,0
England,173,300.7,90,3,291.0,103,2,0
Sri Lanka,241,307.2,74,2,304.5,62,4,1
New Zealand,150,291.0,86,1,306.4,79,1,1
New Zealand,261,291.0,85,2,300.7,62,5,1
Sri Lanka,330,291.7,55,4,300.5,83,2,0
Sri Lanka,474,298.7,79,3,320.4,74,3,1
South Africa,248,292.7,86,3,299.4,89,1,0
West Indies,524,300.7,74,4,292.7,98,1,0
India,757,297.7,85,3,304.4,84,2,1
India,668,301.4,52,3,299.7,51,3,1
Pakistan,366,293.7,73,3,304.4,65,2,1
New Zealand,522,311.2,76,3,304.6,63,3,1
Australia,416,298.4,70,3,301.9,86,2,0
New Zealand,263,299.1,55,5,307.1,95,4,0
Sri Lanka,333,291.0,89,3,291.0,78,4,1
New Zealand,517,294.4,83,0,291.0,71,4,1
Sri Lanka,372,294.4,90,0,293.4,84,5,1
Bangladesh,755,296.5,72,2,310.1,80,4,0
Zimbabwe,563,293.4,47,2,316.3,70,1,0
South Africa,82,292.7,67,1,308.1,75,3,0
New Zealand,744,291.0,59,2,299.7,43,5,1
New Zealand,343,291.0,46,2,292.7,44,3,1
Pakistan,393,291.7,90,3,315.3,70,2,1
Pakistan,490,303.7,77,4,292.7,52,3,1
Pakistan,106,300.7,52,5,304.2,57,1,0
West Indies,99,299.7,69,2,319.0,47,5,1
Zimbabwe,550,292.7,98,1,312.6,103,0,0
England,177,294.7,65,1,299.4,62,3,1
England,188,299.7,61,3,295.7,74,1,0
West Indies,209,308.4,58,3,294.7,62,2,0
Pakistan,651,291.0,62,3,320.4,86,2,0
Zimbabwe,471,298.2,76,2,291.0,71,5,1
Sri Lanka,664,291.0,69,2,303.4,79,3,0
New Zealand,258,299.7,141,4,270.2,76,10,1
South Africa,560,299.7,86,2,307.1,75,3,1
West Indies,154,316.6,119,2,310.8,102,4,1
Pakistan,410,298.7,84,2,308.1,86,4,0
Zimbabwe,128,291.0,72,3,292.7,69,3,1
England,544,298.7,76,3,299.4,89,1,0
England,24,292.7,84,4,291.0,71,3,1
Ireland,378,337.0,130,0,312.8,105,2,1
Pakistan,272,295.7,50,3,308.5,65,2,0
Bangladesh,33,297.4,68,3,299.7,84,3,0
Pakistan,741,295.4,61,1,291.0,79,1,0
Zimbabwe,135,300.7,72,1,303.2,85,1,0
Australia,583,301.8,63,3,329.0,121,0,0
West Indies,4,292.7,75,1,306.1,69,4,1
Afghanistan,339,291.0,59,3,296.4,71,3,0
Bangladesh,16,291.0,59,5,299.7,46,5,1
Sri Lanka,30,313.8,67,4,291.7,56,2,1
Afghanistan,600,305.4,86,1,317.9,80,5,1
Sri Lanka,79,291.0,54,4,292.7,65,2,0
India,274,319.4,82,2,294.5,66,3,1
Pakistan,421,291.0,37,4,296.4,59,3,0
Zimbabwe,296,291.7,56,3,301.1,75,3,0
India,140,291.0,72,2,291.7,75,1,0
England,615,305.1,105,3,298.4,80,2,1
Sri Lanka,142,292.5,62,4,299.4,81,0,0
South Africa,21,293.4,70,1,350.8,88,5,0
Afghanistan,66,304.8,63,3,297.4,63,3,1
Pakistan,607,302.6,67,4,300.4,77,2,0
England,276,295.7,93,3,291.0,80,1,1
England,520,302.9,93,2,300.4,65,7,1
Pakistan,149,312.2,94,2,299.1,35,6,1
Afghanistan,180,293.7,75,3,302.1,94,2,0
Zimbabwe,32,300.7,101,1,329.1,90,2,1
Pakistan,387,295.7,65,2,297.7,92,3,0
Netherlands,236,303.4,96,4,302.2,83,3,1
New Zealand,587,297.4,81,2,302.1,89,2,0
Bangladesh,365,316.8,60,3,291.0,51,4,1
Pakistan,676,291.7,80,0,309.1,68,2,1
Bangladesh,548,318.2,96,5,300.7,75,1,1
West Indies,353,291.7,78,1,291.0,58,5,1
Australia,734,300.2,85,3,314.0,75,4,1
England,715,300.7,111,2,291.0,100,2,1
India,235,300.7,61,5,291.7,67,2,0
West Indies,45,300.9,46,1,296.7,76,1,0
South Africa,341,291.0,98,2,314.9,86,2,1
Australia,595,307.8,60,3,5.9,4,2,1
Sri Lanka,435,301.1,79,3,291.0,66,2,1
Sri Lanka,284,308.8,56,3,291.0,60,2,0
West Indies,285,317.9,106,1,291.0,83,4,1
India,578,299.4,71,1,312.2,64,4,1
Sri Lanka,97,306.1,82,1,304.4,72,3,1
Pakistan,631,291.0,40,3,307.8,48,3,0
Sri Lanka,527,305.4,75,4,306.9,71,1,1
New Zealand,295,296.7,97,1,291.0,72,4,1
Netherlands,310,299.4,93,2,294.7,84,3,1
West Indies,624,291.0,64,1,291.0,89,1,0
South Africa,632,316.8,108,6,320.8,87,7,1
India,754,299.7,55,3,302.4,83,2,0
Zimbabwe,630,294.7,65,3,308.8,72,2,0
India,143,296.7,78,2,297.2,64,3,1
New Zealand,666,306.2,77,2,296.4,96,2,0
South Africa,20,297.7,61,6,307.4,80,2,0
England,529,291.0,49,4,36.6,14,1,1
Sri Lanka,542,291.7,54,2,292.7,67,3,0
India,554,319.3,86,3,294.4,90,1,0
England,43,307.4,47,3,299.7,50,1,0
Zimbabwe,340,302.4,75,0,301.4,78,3,0
South Africa,708,291.7,51,3,305.8,92,1,0
South Africa,384,299.7,73,2,329.0,41,8,1
South Africa,190,295.4,86,2,304.4,93,1,0
Australia,484,294.5,43,4,303.1,73,2,0
South Africa,305,292.7,63,0,292.7,75,3,0
West Indies,329,291.7,132,1,291.0,116,2,1
South Africa,304,301.4,83,2,245.5,60,2,1
Netherlands,653,105.3,59,5,110.0,47,7,1
India,735,291.0,75,0,304.1,45,3,1
West Indies,216,302.1,78,2,292.7,53,7,1
Pakistan,179,291.0,61,3,294.7,62,5,0
West Indies,230,299.4,44,3,291.0,55,5,0
Pakistan,228,301.4,99,1,296.2,67,7,1
India,125,296.4,81,2,291.0,52,2,1
Pakistan,246,322.5,67,3,300.7,73,2,0
West Indies,648,329.6,109,0,368.1,106,2,1
New Zealand,730,310.6,91,1,355.8,115,2,0
Zimbabwe,523,294.7,30,4,322.5,37,4,0
New Zealand,407,293.7,69,2,291.0,86,1,0
Ireland,162,300.7,60,4,325.2,62,5,0
South Africa,108,293.7,73,1,300.5,81,3,0
South Africa,350,324.6,28,7,291.0,60,5,0
Australia,205,298.5,80,3,307.5,102,1,0
West Indies,346,311.1,69,1,306.1,100,2,0
Zimbabwe,674,296.7,56,4,305.1,75,3,0
Pakistan,594,293.7,80,0,300.4,120,4,0
India,78,298.7,53,3,296.5,59,2,0
England,325,304.4,64,3,291.0,94,1,0
South Africa,580,293.7,63,2,291.0,64,4,0
South Africa,602,291.0,78,3,300.4,77,5,1
Ireland,146,302.4,115,2,291.0,101,4,1
Australia,400,299.2,89,4,303.4,92,3,0
England,153,300.2,82,1,311.1,55,5,1
Sri Lanka,367,300.4,55,3,298.4,33,6,1
Sri Lanka,468,308.2,80,2,307.4,77,4,1
New Zealand,22,299.4,61,4,298.4,60,2,1
England,64,308.6,81,1,308.7,85,2,0
Afghanistan,593,295.7,75,2,291.0,59,4,1
New Zealand,500,324.0,105,0,298.7,85,4,1
Bangladesh,302,292.7,58,2,303.4,52,4,1
Zimbabwe,312,307.8,66,6,217.8,36,1,1
Australia,158,308.8,91,2,302.4,86,1,1
West Indies,332,299.7,66,3,299.4,78,4,0
West Indies,121,305.1,65,2,298.1,53,4,1
Afghanistan,677,304.5,95,1,295.7,117,3,0
Zimbabwe,417,298.4,84,1,305.4,84,5,1
Sri Lanka,259,306.4,67,3,299.4,62,3,1
Bangladesh,442,305.8,90,2,301.4,92,0,0
Pakistan,673,291.0,63,2,295.7,44,4,1
Australia,390,292.7,77,3,291.7,79,2,0
Ireland,90,299.7,56,6,181.6,75,0,0
West Indies,427,306.1,61,5,293.7,60,2,1
New Zealand,116,313.8,83,1,291.0,76,4,1
India,760,305.6,78,2,296.7,86,2,0
New Zealand,334,295.7,83,1,291.0,90,2,0
Pakistan,465,297.7,62,2,301.4,72,2,0
New Zealand,398,294.7,72,2,291.7,70,2,1
Bangladesh,485,306.4,76,2,291.0,65,3,1
Sri Lanka,636,314.8,94,2,308.1,85,4,1
West Indies,669,293.4,63,2,301.2,75,1,0
Sri Lanka,46,300.5,89,1,316.8,101,3,0
Zimbabwe,581,293.7,91,2,308.2,76,0,1
South Africa,113,296.7,79,3,312.8,103,2,0
Bangladesh,127,306.5,60,3,324.6,90,1,0
India,609,294.7,84,1,313.1,98,3,0
Australia,354,292.7,81,2,314.5,101,1,0
New Zealand,634,291.7,73,2,291.0,60,2,1
West Indies,383,304.1,101,2,321.6,89,1,1
South Africa,375,291.0,100,2,292.7,111,2,0
India,695,299.4,86,0,308.4,95,1,0
Sri Lanka,316,300.4,82,1,310.6,72,2,1
England,292,293.4,62,2,291.0,86,2,0
Australia,226,317.6,114,0,296.5,65,5,1
South Africa,326,292.5,58,2,297.1,85,2,0
West Indies,322,291.0,65,4,297.2,82,4,0
India,727,293.7,94,0,292.7,72,3,1
Pakistan,532,291.0,34,4,300.7,65,2,0
Pakistan,165,291.0,76,2,305.1,76,2,1
Pakistan,5,301.4,70,6,299.7,91,4,0
Sri Lanka,349,301.4,71,2,316.0,116,6,0
Bangladesh,17,301.4,83,3,305.4,56,6,1
Pakistan,67,295.7,77,1,291.0,39,6,1
South Africa,335,291.0,86,1,306.5,82,3,1
New Zealand,303,309.2,72,1,296.7,77,1,0
India,207,297.4,54,3,292.7,61,2,0
England,187,291.7,71,1,296.2,59,2,1
Australia,706,296.4,112,0,295.7,49,4,1
South Africa,221,305.4,79,3,297.7,102,1,0
Pakistan,597,300.4,69,3,324.4,88,3,0
Netherlands,88,293.7,75,1,292.7,42,5,1
Zimbabwe,640,292.7,106,3,304.8,122,1,0
Ireland,745,291.0,65,3,309.1,54,5,1
South Africa,0,294.7,47,3,291.7,55,4,0
Sri Lanka,98,309.9,62,3,291.7,67,1,0
India,169,298.4,92,0,300.1,78,4,1
England,328,302.4,68,2,300.8,74,2,0
Afghanistan,623,291.0,59,3,312.2,65,2,0
Zimbabwe,603,300.7,85,3,302.4,99,1,0
Sri Lanka,531,298.7,54,5,293.7,56,2,0
Afghanistan,231,295.7,77,2,292.7,59,4,1
New Zealand,132,309.2,104,1,303.4,103,1,1
Bangladesh,262,292.7,81,3,304.4,56,1,1
Bangladesh,459,297.2,68,2,291.0,85,0,0
Australia,215,299.4,82,2,299.1,82,2,1
New Zealand,198,291.0,81,3,308.1,48,4,1
New Zealand,424,291.0,62,3,291.7,80,1,0
West Indies,642,291.0,67,3,303.8,69,3,0
New Zealand,115,291.0,59,3,291.0,70,1,0
New Zealand,582,291.0,97,0,323.1,86,5,1
India,463,297.1,69,2,301.4,70,4,0
England,49,297.7,60,4,320.8,94,3,0
Australia,381,295.7,73,3,303.1,74,3,0
Zimbabwe,515,299.7,100,3,305.2,84,0,1
Afghanistan,118,300.1,59,4,291.0,70,1,0
New Zealand,53,301.4,87,3,307.6,93,3,0
Australia,671,294.5,65,4,308.9,67,5,0
Pakistan,685,307.4,50,5,304.8,104,1,0
West Indies,704,317.4,44,6,206.8,56,4,0
West Indies,605,303.1,64,2,296.7,52,3,1
Zimbabwe,186,292.7,58,4,304.2,69,1,0
India,530,327.3,58,4,301.1,57,3,1
Sri Lanka,737,297.4,53,4,302.4,51,4,1
South Africa,526,299.4,87,2,298.7,86,2,1
India,717,293.7,75,2,291.0,74,2,1
England,104,292.7,109,3,311.2,88,3,1
West Indies,655,311.8,110,3,291.0,75,2,1
New Zealand,324,296.5,96,3,297.7,82,4,1
South Africa,8,293.7,87,2,302.4,88,3,0
New Zealand,608,294.2,60,4,291.0,72,1,0
England,233,296.4,88,4,112.4,60,2,1
Pakistan,750,297.4,60,2,291.0,82,0,0
India,443,291.7,61,1,300.7,58,3,1
South Africa,197,299.4,59,3,293.4,61,3,0
England,495,298.7,67,2,312.6,80,1,0
South Africa,535,291.7,91,3,294.5,89,2,1
England,681,293.7,74,4,298.7,61,2,1
West Indies,658,301.4,67,2,305.4,76,2,0
Bangladesh,759,291.0,57,3,296.7,66,1,0
Sri Lanka,219,291.0,58,3,301.4,55,2,1
Australia,35,301.1,91,3,261.9,102,3,0
New Zealand,701,291.0,55,3,305.4,42,6,1
Bangladesh,352,302.1,48,2,292.7,64,5,0
India,270,304.5,80,3,291.0,67,2,1
Bangladesh,95,304.8,99,2,311.2,74,3,1
Zimbabwe,281,308.4,83,1,299.4,92,2,0
West Indies,733,308.1,78,2,315.9,80,4,0
New Zealand,649,294.7,86,2,293.7,112,4,0
Bangladesh,422,303.4,60,3,291.0,54,1,1
Pakistan,75,297.7,76,3,295.4,80,3,0
South Africa,616,291.0,88,1,312.1,85,2,1
Afghanistan,323,309.1,84,3,302.2,100,1,0
Zimbabwe,694,295.4,52,4,310.1,74,0,0
England,191,291.0,65,1,322.3,59,4,1
Ireland,687,303.4,84,3,322.1,87,3,0
India,141,322.5,101,1,301.4,56,7,1
Australia,196,315.6,51,4,300.2,66,3,0
Bangladesh,711,331.1,63,1,298.4,88,0,0
Zimbabwe,309,291.0,62,1,303.4,73,0,0
Sri Lanka,139,299.7,61,3,291.0,53,6,1
Australia,62,298.4,89,2,296.7,96,3,0
Bangladesh,61,291.0,52,5,201.8,79,0,0
West Indies,663,291.0,53,2,303.7,81,1,0
New Zealand,85,302.1,49,4,295.7,83,2,0
South Africa,742,301.4,64,3,317.5,76,1,0
Pakistan,579,291.0,49,3,298.4,74,3,0
New Zealand,213,305.4,84,3,292.7,90,1,0
West Indies,652,291.7,65,0,315.1,66,2,0
India,245,296.4,57,3,324.8,48,5,1
Pakistan,538,294.2,71,2,291.0,55,4,1
Pakistan,151,295.7,75,3,298.7,53,4,1
New Zealand,749,295.7,60,3,295.4,58,2,1
Bangladesh,588,309.2,58,5,130.6,78,2,0
Pakistan,392,297.4,71,1,291.0,66,4,1
Australia,569,295.7,73,3,320.4,49,6,1
South Africa,404,291.7,66,2,294.4,67,3,0
India,641,291.7,79,1,316.1,90,3,0
India,225,302.5,93,1,291.7,59,3,1
Sri Lanka,6,316.9,91,3,291.0,58,3,1
Pakistan,446,322.9,97,1,312.6,76,5,1
Zimbabwe,486,303.1,73,3,297.4,63,4,1
West Indies,171,313.6,81,3,306.1,68,1,1
Pakistan,453,291.0,67,1,293.7,68,2,0
Pakistan,589,299.7,90,1,291.0,57,2,1
Pakistan,3,312.1,71,1,309.2,89,3,0
England,452,294.7,67,2,294.7,58,2,1
West Indies,307,292.7,97,1,292.5,86,4,1
South Africa,557,242.6,77,5,52.9,29,2,1
New Zealand,244,306.1,66,4,312.2,70,3,0
Pakistan,345,291.0,67,3,299.4,52,4,1
Afghanistan,14,296.4,48,4,291.0,58,3,0
West Indies,518,317.6,86,3,299.7,56,3,1
Sri Lanka,23,300.9,57,4,313.6,83,1,0
Afghanistan,481,308.8,47,3,291.0,71,2,0
New Zealand,469,293.7,96,1,311.8,108,2,0
Pakistan,130,295.1,60,5,295.4,70,1,0
England,69,291.7,75,3,321.9,91,0,0
Australia,199,306.5,70,3,292.7,41,4,1
Australia,662,304.5,104,0,309.1,38,6,1
Pakistan,611,310.0,69,1,302.4,65,2,1
Pakistan,553,305.1,79,2,299.7,66,2,1
Afghanistan,568,292.7,76,3,296.7,45,4,1
South Africa,222,298.2,95,0,315.9,69,2,1
Pakistan,752,291.0,64,2,30.1,41,0,1
Afghanistan,437,301.8,65,5,291.0,72,1,0
England,451,294.7,88,2,317.7,91,6,0
New Zealand,288,309.2,88,2,295.4,76,6,1
Zimbabwe,710,295.4,51,3,307.4,68,5,0
England,540,313.2,74,3,309.7,134,1,0
Sri Lanka,679,292.7,65,4,295.7,61,5,1
South Africa,204,291.0,49,3,292.5,33,2,1
Bangladesh,678,296.7,78,1,310.7,113,0,0
Sri Lanka,573,313.1,54,6,291.0,58,1,0
Australia,491,325.7,81,3,302.4,65,3,1
Australia,713,302.9,63,3,291.7,59,4,1
South Africa,637,292.7,59,3,305.4,56,2,1
New Zealand,68,291.0,56,4,297.4,73,4,0
Pakistan,461,303.4,48,4,320.6,50,3,0
Australia,689,308.9,72,2,315.1,71,2,1
Pakistan,363,307.4,78,3,299.4,59,3,1
Sri Lanka,556,305.1,105,0,320.6,81,4,1
India,60,292.5,43,5,291.0,70,1,0
New Zealand,59,303.4,58,3,291.0,57,3,1
New Zealand,661,292.7,55,3,301.2,89,2,0
Sri Lanka,488,313.41,86,1,306.4,59,3,1
Sri Lanka,436,291.0,47,4,316.2,69,3,0
Afghanistan,210,297.7,64,1,297.7,90,3,0
Pakistan,297,315.5,85,1,292.5,67,4,1
West Indies,747,301.4,78,1,305.4,52,5,1
Sri Lanka,356,292.7,79,1,325.9,99,4,0
New Zealand,290,296.7,81,3,311.9,94,1,0
South Africa,101,303.4,105,1,291.0,95,2,1
Bangladesh,724,298.4,64,3,294.7,82,1,0
Afghanistan,65,291.7,74,1,297.7,56,3,1
India,271,308.4,116,0,313.1,97,4,1
Zimbabwe,164,295.7,76,2,319.1,101,2,0
Bangladesh,418,309.2,80,2,306.1,76,3,1
Australia,34,297.7,67,3,291.7,66,2,1
England,644,300.1,69,2,294.7,86,2,0
West Indies,253,295.4,93,2,252.1,100,1,0
Australia,86,296.7,75,0,307.9,88,2,0
England,83,291.0,85,3,291.0,101,5,0
Australia,566,291.0,60,3,301.4,74,1,0
South Africa,280,305.1,66,2,320.3,80,2,0
Australia,519,295.7,106,0,300.9,93,4,1
India,628,297.4,59,3,300.7,56,5,1
England,318,299.7,116,2,301.1,83,5,1
Australia,419,291.0,86,1,300.4,85,3,1
