battingTeam_x,key_0,balls_x,runs_x,player_out_x,balls_y,runs_y,player_out_y,Winning Batting_Team
India,598,1121.5,158,8,1116.1,159,4,0
Pakistan,106,1136.8,116,6,1086.1,125,4,0
Sri Lanka,77,1123.6,154,6,1126.6,148,7,1
Sri Lanka,208,1181.6,191,5,1149.7,175,7,1
Afghanistan,680,1145.5,131,8,1128.8,126,9,1
India,140,1085.0,185,3,1097.4,174,6,1
Bangladesh,95,1166.7,161,7,1120.9,132,9,1
England,657,381.6,118,5,383.0,90,5,1
South Africa,21,1123.8,190,2,823.5,137,10,1
Sri Lanka,474,1092.7,175,6,1132.1,160,7,1
Bangladesh,678,1128.9,144,6,742.2,154,2,0
South Africa,404,1085.7,166,3,1170.0,148,7,1
Ireland,378,1148.7,204,5,1132.3,196,6,1
Sri Lanka,531,1154.5,119,7,1044.6,127,3,0
South Africa,535,1190.7,161,7,1183.9,154,7,1
New Zealand,28,353.1,146,5,391.1,146,7,1
Pakistan,5,1108.1,127,9,924.7,146,5,0
West Indies,646,1102.7,150,5,1144.0,126,9,1
Bangladesh,759,1116.5,140,5,1115.1,116,7,1
New Zealand,514,1136.2,150,6,873.5,159,3,0
Sri Lanka,96,1142.9,101,7,786.8,108,5,0
South Africa,475,1138.7,165,6,1102.2,137,8,1
Ireland,131,1169.9,137,8,975.6,147,2,0
Australia,566,1085.0,140,6,1072.4,158,4,0
South Africa,350,540.6,58,8,291.0,60,5,0
South Africa,502,1101.7,108,8,1105.1,113,5,0
Zimbabwe,425,1108.1,154,4,740.7,169,3,0
Pakistan,67,1089.7,142,8,835.1,89,10,1
South Africa,683,1117.4,155,4,1145.3,128,6,1
Ireland,146,1160.2,222,6,1076.7,157,10,1
England,448,1102.7,187,4,1142.0,163,9,1
Sri Lanka,36,1096.7,142,5,1009.1,101,10,1
New Zealand,730,1104.6,195,5,1141.4,204,4,0
Pakistan,246,1182.6,129,7,1113.4,132,7,0
England,328,1159.2,160,8,1147.0,162,8,0
Zimbabwe,694,1116.9,91,8,527.5,103,0,0
New Zealand,198,1085.0,151,5,1113.8,128,8,1
Zimbabwe,281,1114.1,168,3,1112.1,170,8,0
Australia,491,1163.8,145,6,1096.4,161,4,0
Australia,595,1132.2,138,4,5.9,4,2,1
Sri Lanka,330,1201.0,121,5,763.1,132,3,0
England,451,1152.6,233,2,897.2,165,10,1
West Indies,45,1194.0,108,6,1121.1,129,2,0
South Africa,667,1085.0,133,6,1126.9,144,4,0
India,591,1098.7,181,4,1141.5,167,5,1
India,727,1172.5,202,2,1086.7,129,9,1
New Zealand,477,1107.2,148,5,1151.6,148,3,1
Sri Lanka,111,1090.1,130,9,903.3,144,3,0
Pakistan,63,1125.6,94,9,594.8,97,4,0
Zimbabwe,309,1085.0,114,7,777.7,120,1,0
Sri Lanka,193,1149.2,154,5,1036.3,117,10,1
Pakistan,260,1123.1,166,6,1131.1,149,6,1
West Indies,216,672.6,112,3,536.6,93,10,1
Bangladesh,352,1096.1,92,7,1081.3,105,7,0
South Africa,526,1093.4,168,3,1137.9,177,4,0
South Africa,201,834.0,98,10,792.1,99,7,0
West Indies,652,1145.6,137,6,1041.6,144,2,0
Afghanistan,562,893.6,72,10,438.7,78,1,0
Bangladesh,548,1125.9,140,9,1057.0,146,3,0
Australia,34,1091.7,138,7,1104.4,137,5,1
Bangladesh,482,1108.4,132,5,1104.4,125,5,1
New Zealand,290,985.3,173,5,806.0,142,7,1
South Africa,326,1136.6,139,6,1091.1,142,5,0
Australia,419,1097.7,145,4,1094.4,154,9,0
Afghanistan,110,1155.2,161,6,1120.1,131,9,1
India,234,1107.4,76,8,655.2,82,3,0
Pakistan,446,1153.1,182,4,727.1,113,10,1
India,691,190.5,67,5,199.2,61,6,1
India,760,1134.0,187,4,832.3,127,10,1
India,124,1159.6,144,6,985.1,152,0,0
West Indies,54,1121.1,155,6,1109.4,126,10,1
Sri Lanka,468,1115.9,150,5,884.8,110,10,1
England,460,1133.2,119,6,1119.1,119,4,1
Pakistan,357,1125.6,127,6,1136.7,84,9,1
England,126,1103.7,166,5,409.6,45,10,1
South Africa,222,1104.9,156,4,1142.3,137,9,1
Afghanistan,376,1123.1,153,6,1127.9,155,3,0
Sri Lanka,444,1122.8,139,7,1131.8,127,6,1
England,83,1132.1,181,7,802.2,135,10,1
Afghanistan,180,1106.4,138,7,1058.4,156,5,0
South Africa,156,1129.5,187,4,1147.0,161,9,1
West Indies,332,1128.1,153,5,1105.7,163,6,0
New Zealand,599,923.4,81,10,731.2,82,3,0
Bangladesh,262,1102.4,125,8,1075.4,135,4,0
Sri Lanka,23,1105.6,117,6,891.4,130,2,0
West Indies,624,1103.7,140,5,864.6,154,2,0
England,429,1096.4,153,4,1167.4,141,8,1
Ireland,168,1113.9,164,4,1092.4,100,9,1
New Zealand,116,1107.8,183,5,1103.7,141,7,1
India,554,1113.3,170,6,1088.4,170,4,1
South Africa,561,148.1,80,1,150.3,81,5,0
South Africa,145,1090.7,140,6,1135.5,144,7,0
New Zealand,564,835.1,60,10,715.0,62,3,0
Pakistan,565,1116.9,105,8,458.5,109,0,0
Pakistan,130,1114.5,122,8,871.8,129,2,0
Bangladesh,109,1245.9,134,7,1041.2,140,4,0
Australia,662,1098.5,162,6,1103.1,74,10,1
Sri Lanka,356,1149.6,169,4,1148.3,168,7,1
Australia,251,1125.6,141,5,893.5,148,3,0
Sri Lanka,6,1110.9,141,8,1144.9,139,5,1
New Zealand,288,1103.2,191,3,1145.2,140,8,1
India,622,1108.4,198,2,1146.9,134,7,1
Pakistan,553,1099.1,147,5,1142.8,117,9,1
Australia,716,918.4,158,4,958.1,169,7,0
India,717,1146.5,151,6,1098.7,138,7,1
Zimbabwe,128,1148.9,156,7,1191.0,164,5,0
Australia,129,1115.1,88,9,655.6,90,3,0
Bangladesh,240,1142.8,186,3,1150.8,152,10,1
Sri Lanka,259,1100.4,135,8,1106.1,129,6,1
Ireland,549,1122.5,164,2,1009.5,138,10,1
England,645,1126.5,159,5,953.6,166,3,0
South Africa,137,1116.1,152,7,1169.0,124,9,1
New Zealand,656,1105.4,193,5,819.3,115,10,1
India,625,1099.7,133,6,1108.1,145,3,0
South Africa,44,1113.8,185,3,1132.5,187,7,0
England,513,1121.8,130,6,657.3,139,1,0
Australia,214,1098.4,242,6,1149.9,197,5,1
Pakistan,453,1103.7,160,3,837.8,119,10,1
New Zealand,398,1088.7,148,4,1011.1,154,3,0
Zimbabwe,136,1093.7,116,8,1174.2,99,8,1
England,458,1122.6,177,6,1144.1,184,4,0
South Africa,375,1224.7,214,5,1113.1,226,5,0
South Africa,305,1103.4,180,2,1086.7,136,9,1
Australia,753,1104.1,107,9,833.8,109,3,0
Sri Lanka,122,1087.7,133,6,986.0,145,3,0
New Zealand,709,1136.0,149,7,1094.7,149,7,1
Bangladesh,16,1112.4,115,8,1125.1,113,7,1
Netherlands,88,1150.6,131,4,943.9,88,10,1
England,721,1121.1,133,7,1124.8,123,9,1
West Indies,243,1166.9,123,7,1140.0,132,5,0
Zimbabwe,639,1152.2,157,5,1120.1,137,8,1
Australia,712,1223.9,182,6,642.2,89,10,1
England,495,1116.1,133,7,976.2,137,1,0
New Zealand,534,1100.7,177,5,1118.1,137,8,1
Pakistan,490,1111.4,112,9,1005.5,120,4,0
Pakistan,395,1113.2,158,5,1123.8,169,3,0
Pakistan,202,1139.0,123,6,1172.2,133,5,0
New Zealand,469,1119.2,206,4,1140.2,199,6,1
Bangladesh,374,1105.4,131,6,1058.9,141,2,0
Afghanistan,672,1118.1,109,7,696.1,116,3,0
Australia,315,1100.4,161,3,1135.5,135,6,1
England,64,1113.3,170,4,1092.8,183,4,0
India,143,1134.8,157,5,1043.0,126,10,1
Netherlands,653,105.3,59,5,110.0,47,7,1
India,609,1088.7,148,4,1122.8,143,9,1
Ireland,211,1105.4,179,3,561.8,193,4,0
Zimbabwe,603,1094.7,148,5,1112.1,161,5,0
Australia,706,1117.8,224,1,1102.4,93,9,1
West Indies,669,1087.4,146,6,984.1,153,2,0
Australia,196,1125.3,129,7,1094.2,131,5,0
Bangladesh,91,1144.0,147,6,1050.8,158,4,0
England,269,1092.4,181,7,1099.7,150,8,1
India,628,1186.7,152,6,795.6,86,10,1
Bangladesh,610,1118.1,144,7,1103.7,139,6,1
Zimbabwe,397,1085.0,114,7,1141.8,112,7,1
Pakistan,392,1108.1,158,2,1095.7,142,7,1
Bangladesh,459,1189.7,145,4,927.7,158,3,0
South Africa,433,1115.4,212,4,1188.1,229,7,0
India,754,1126.1,148,5,1003.5,158,2,0
New Zealand,114,1104.4,113,6,1100.1,89,9,1
West Indies,663,1085.0,123,4,718.2,130,1,0
Australia,205,1142.4,188,4,1118.2,185,3,1
South Africa,337,1124.9,156,6,917.9,126,10,1
South Africa,454,1085.7,149,4,1141.8,143,5,1
India,413,1201.3,164,6,1052.9,173,2,0
West Indies,504,1215.2,152,7,1112.1,161,6,0
Pakistan,293,1220.7,191,4,1044.1,153,10,1
Australia,199,1114.2,132,6,1095.0,106,10,1
West Indies,209,1126.8,130,6,1088.7,150,3,0
England,452,1135.8,156,3,1129.5,167,5,0
South Africa,254,1142.5,131,7,1244.11,119,8,1
Pakistan,338,1122.1,144,5,1103.7,114,7,1
Afghanistan,496,1153.7,157,7,1090.7,128,5,1
India,735,1130.2,127,9,1115.8,125,5,1
England,445,1119.9,145,9,1032.5,161,5,0
Afghanistan,449,1111.1,139,6,1087.7,146,3,0
Afghanistan,342,1198.8,179,5,1095.1,124,9,1
India,359,1175.0,147,4,1140.8,136,8,1
South Africa,580,1176.5,169,4,1118.4,137,8,1
India,76,1174.4,254,3,963.1,172,9,1
South Africa,560,1154.6,164,5,1165.2,177,5,0
New Zealand,612,1134.6,188,7,1098.4,155,6,1
Zimbabwe,289,1099.7,177,5,1127.8,146,6,1
New Zealand,343,1100.7,93,8,1104.4,96,4,0
South Africa,248,1104.4,175,6,1140.5,180,7,0
New Zealand,399,1124.8,155,6,1054.0,168,3,0
Ireland,745,1100.7,142,6,725.2,86,10,1
India,396,1108.1,138,8,1107.3,131,6,1
Australia,516,1167.2,178,6,1127.3,179,6,0
New Zealand,643,1119.9,226,5,829.1,124,9,1
West Indies,686,1117.1,157,4,1106.8,169,2,0
India,271,1133.8,232,2,1139.5,169,7,1
West Indies,493,1144.6,136,9,10.2,15,0,1
Pakistan,389,1114.8,151,7,1140.8,140,4,1
England,153,1125.7,159,6,1128.1,129,10,1
Australia,291,1118.1,116,8,413.0,126,2,0
Australia,388,1100.7,181,4,1002.2,135,10,1
India,541,1085.7,137,7,1094.7,137,6,1
West Indies,551,1086.7,121,8,1091.0,127,3,0
South Africa,304,1113.1,141,7,245.5,60,2,1
Sri Lanka,284,1102.8,145,4,688.9,119,3,1
India,705,1168.6,195,5,1147.3,173,8,1
India,78,1108.4,123,6,1090.5,124,5,0
Australia,713,1127.3,129,7,1161.3,148,7,0
West Indies,93,1102.2,104,8,955.0,110,5,0
South Africa,391,1177.5,228,5,1150.9,230,6,0
West Indies,427,1114.4,105,10,820.6,109,4,0
West Indies,37,1156.9,181,4,1186.2,140,9,1
Bangladesh,81,1149.5,140,9,252.4,93,3,1
South Africa,483,1087.7,195,4,970.5,205,1,0
South Africa,0,1104.4,125,6,1136.8,125,8,1
Ireland,441,1096.4,132,8,1120.5,128,6,1
Sri Lanka,546,1136.2,117,8,792.2,88,10,1
Australia,734,1094.2,161,6,1124.7,164,4,0
Bangladesh,17,1122.8,167,5,1115.1,134,8,1
England,540,1138.7,167,9,651.1,172,1,0
India,117,1112.4,133,6,653.3,141,1,0
England,206,1150.1,133,5,648.8,138,3,0
Bangladesh,61,903.3,78,10,201.8,79,0,0
Ireland,31,1101.7,163,6,848.5,172,2,0
England,487,1085.0,114,7,1072.6,119,3,0
Australia,484,1158.6,122,7,826.0,135,3,0
Afghanistan,66,1167.4,151,8,1140.6,124,6,1
India,238,1146.2,175,2,1156.71,151,9,1
India,74,1154.0,137,6,1023.7,148,3,0
Zimbabwe,640,507.7,132,8,356.3,134,1,0
South Africa,113,1108.4,158,7,1154.9,160,5,0
Australia,35,363.2,97,3,261.9,102,3,0
New Zealand,407,1102.4,157,5,1099.7,156,3,1
England,318,1109.4,213,4,1111.8,186,9,1
India,463,1118.5,145,5,1152.2,146,9,0
Afghanistan,170,1115.6,129,7,1107.7,139,6,0
New Zealand,174,1109.9,146,8,646.9,121,3,1
Afghanistan,65,1134.8,167,6,1106.4,124,5,1
Pakistan,685,1120.1,114,7,356.3,117,1,0
India,51,1124.8,181,2,1106.4,186,3,0
Sri Lanka,402,1109.4,118,8,1117.5,113,8,1
England,282,1120.8,121,10,1020.5,123,4,0
England,104,1098.4,203,6,1105.2,160,9,1
South Africa,746,1113.8,173,3,1115.9,126,10,1
South Africa,300,148.1,78,4,153.1,46,5,1
Australia,354,1104.4,159,5,1038.5,167,3,0
West Indies,229,1129.8,123,7,1094.8,130,6,0
Zimbabwe,601,1141.9,124,7,797.5,131,2,0
West Indies,682,1112.4,92,8,1085.0,81,7,1
Zimbabwe,710,1089.4,117,4,1129.8,116,9,1
New Zealand,102,1110.1,143,6,1098.7,153,7,0
Australia,299,1106.1,248,2,1113.1,178,9,1
Bangladesh,629,1231.7,204,4,1121.8,175,9,1
Pakistan,379,1095.4,165,4,965.9,93,10,1
Sri Lanka,333,1112.4,146,7,1117.4,144,8,1
New Zealand,324,1090.5,166,7,1091.7,154,9,1
South Africa,576,1085.7,120,4,1122.1,112,8,1
South Africa,659,1157.5,140,6,1107.1,144,5,0
South Africa,197,1093.4,135,6,1087.4,118,7,1
Netherlands,152,1097.4,146,7,1124.8,146,7,1
Pakistan,676,1085.7,164,3,1103.1,149,6,1
India,245,1136.5,139,4,1149.2,110,8,1
England,654,1111.2,139,7,1016.9,112,10,1
Afghanistan,571,1101.7,116,7,1120.1,114,7,1
India,510,1103.7,111,8,1052.9,121,4,0
England,525,1121.2,167,6,1098.5,91,10,1
Sri Lanka,98,1120.6,142,4,1085.7,146,7,0
Sri Lanka,618,1024.4,115,10,1018.6,116,5,0
Bangladesh,181,1088.7,164,4,1142.0,157,7,1
Sri Lanka,241,1133.6,133,8,1109.2,126,7,1
New Zealand,473,1089.4,181,2,1113.1,128,8,1
Pakistan,406,1128.8,133,6,1119.1,121,9,1
India,119,1097.7,123,3,982.3,134,4,0
England,362,1137.1,178,5,1115.9,133,7,1
Australia,86,1137.8,158,5,1120.6,163,5,0
Australia,386,1099.7,130,3,1052.0,139,5,0
Sri Lanka,447,1153.1,191,7,1125.6,211,4,0
India,467,1113.1,148,3,1013.8,116,10,1
South Africa,335,1120.5,171,7,1116.2,159,9,1
New Zealand,608,1101.9,153,8,1085.0,150,8,1
Zimbabwe,164,1107.4,150,6,885.6,160,3,0
India,695,1093.4,178,2,1115.1,152,6,1
New Zealand,347,1111.4,136,6,1110.5,124,8,1
Afghanistan,481,1134.2,138,7,1065.0,155,4,0
West Indies,80,1113.5,122,7,403.2,142,2,0
Pakistan,194,1128.1,136,6,1102.7,133,6,1
Zimbabwe,312,707.1,84,10,217.8,36,1,1
Australia,249,1102.7,112,7,1106.1,123,5,0
England,188,1093.7,144,6,1070.6,155,5,0
Pakistan,752,661.5,107,5,30.1,41,0,1
West Indies,265,1117.9,167,4,1110.1,98,10,1
New Zealand,555,1129.6,143,5,1105.0,149,4,0
England,715,1094.7,192,7,1043.5,201,3,0
South Africa,220,1090.4,120,7,1132.9,114,7,1
New Zealand,320,1194.3,230,2,1158.7,159,9,1
Sri Lanka,252,1154.5,127,4,1126.6,117,7,1
Pakistan,597,1123.9,173,6,1180.2,152,8,1
Australia,726,1118.4,191,6,1118.7,153,9,1
South Africa,20,1091.7,145,8,1130.4,169,6,0
Zimbabwe,470,1115.1,125,7,712.7,137,2,0
Bangladesh,711,1173.2,119,6,569.2,124,1,0
India,464,1139.9,167,4,1137.2,146,7,1
West Indies,159,1120.2,169,4,1111.4,161,1,1
Bangladesh,52,1136.9,105,9,853.0,119,5,0
England,138,1105.1,180,6,1099.4,146,7,1
Zimbabwe,523,1185.3,104,7,1132.2,74,7,1
New Zealand,227,1134.8,123,6,1115.6,123,6,1
Pakistan,345,1133.1,136,6,1122.8,128,7,1
New Zealand,150,1096.7,142,7,968.3,152,4,0
South Africa,385,1100.7,190,4,1141.3,169,9,1
Ireland,426,1085.0,126,8,989.3,129,5,0
Zimbabwe,135,1132.2,155,3,1146.4,163,3,0
Ireland,90,543.0,71,10,181.6,75,0,0
Zimbabwe,515,1107.4,178,6,1156.0,184,5,0
Sri Lanka,266,1127.3,198,3,1107.3,135,10,1
Zimbabwe,674,1090.7,127,9,979.2,136,6,0
India,443,1150.5,129,4,1094.7,126,6,1
Netherlands,438,291.7,44,10,164.0,45,2,0
South Africa,247,1086.7,141,7,1119.9,116,9,1
Zimbabwe,630,1127.8,146,8,1117.5,146,5,1
South Africa,8,1132.8,182,6,1190.9,194,5,0
India,757,1091.7,171,4,1090.1,189,4,0
Zimbabwe,417,1146.3,171,4,1138.2,162,10,1
New Zealand,258,299.7,141,4,270.2,76,10,1
Bangladesh,422,1116.1,122,6,1085.0,112,4,1
Bangladesh,485,1118.1,158,4,1125.1,123,7,1
Pakistan,366,1087.7,135,5,1113.1,128,6,1
New Zealand,506,1149.6,169,7,1109.8,139,8,1
Australia,390,1112.2,181,4,1085.7,164,7,1
South Africa,264,1106.4,144,9,1188.0,140,7,1
Afghanistan,14,1153.3,90,10,495.3,92,3,0
Pakistan,750,1161.0,162,6,948.1,171,0,0
Bangladesh,361,1172.3,174,5,902.5,135,7,1
New Zealand,723,1120.1,158,7,101.4,62,1,1
Pakistan,461,1097.4,119,8,1054.7,130,3,0
West Indies,285,1164.1,167,8,1141.8,153,9,1
New Zealand,587,1107.1,170,5,1108.8,153,5,1
Australia,62,1118.8,201,4,874.5,144,10,1
England,494,1170.9,146,7,1095.2,146,6,1
Sri Lanka,737,1091.4,116,7,967.3,95,10,1
Zimbabwe,340,1096.4,155,6,1075.4,166,6,0
Sri Lanka,679,1118.1,163,6,1089.7,168,9,0
Afghanistan,323,1176.8,205,7,1129.6,175,7,1
West Indies,722,1121.1,163,4,1282.41,152,8,1
South Africa,221,1116.1,159,4,1091.7,164,6,0
Sri Lanka,256,1139.0,158,6,1103.4,151,7,1
England,292,1119.8,175,4,1085.0,172,6,1
England,544,1092.7,166,5,1124.8,170,5,0
Pakistan,647,1105.4,193,4,1114.8,138,6,1
West Indies,642,1135.1,155,6,1116.5,138,9,1
Pakistan,172,952.9,83,10,752.4,85,5,0
Pakistan,731,1117.4,159,1,1085.0,139,5,1
Sri Lanka,527,1003.0,103,10,605.4,105,1,0
Ireland,40,1085.0,112,7,703.5,125,3,0
Zimbabwe,186,1119.1,127,9,731.4,130,2,0
South Africa,557,242.6,77,5,52.9,29,2,1
India,70,1085.7,134,6,1131.8,139,5,0
Zimbabwe,296,1100.4,122,7,829.6,135,4,0
Sri Lanka,714,1124.6,153,3,1136.5,173,5,0
West Indies,217,861.4,180,7,774.8,179,5,1
Bangladesh,105,1140.0,131,8,1135.1,118,7,1
Pakistan,103,1108.1,130,7,825.7,145,4,0
Pakistan,321,1120.8,135,4,799.6,143,3,0
New Zealand,287,1156.8,203,6,1134.5,204,3,0
Sri Lanka,349,1110.1,124,7,545.1,134,6,0
Sri Lanka,732,1133.2,132,8,301.4,147,1,0
South Africa,742,1161.2,136,5,947.2,147,2,0
England,498,1168.6,188,4,923.8,80,10,1
South Africa,621,1189.6,184,4,1186.0,175,7,1
India,578,1093.4,172,2,1134.6,150,5,1
Bangladesh,588,690.4,73,10,130.6,78,2,0
South Africa,637,1134.8,143,5,1061.7,161,4,0
New Zealand,749,1103.4,126,7,1058.6,135,5,0
India,738,1102.9,101,10,972.2,105,5,0
Zimbabwe,550,1086.7,196,2,1124.3,188,5,1
India,503,1095.4,212,2,1212.2,168,7,1
West Indies,331,1068.1,132,8,688.6,117,4,1
Bangladesh,537,1111.6,170,8,964.2,131,10,1
Australia,689,1155.1,138,4,712.0,142,4,0
West Indies,648,1183.7,196,5,1074.3,208,2,0
Sri Lanka,18,1126.9,200,3,1147.4,179,9,1
Pakistan,166,1104.4,152,6,1025.8,112,9,1
Ireland,687,1097.4,151,6,1127.4,159,6,0
New Zealand,94,1113.1,136,6,1085.0,133,8,1
India,278,1116.6,154,3,633.1,80,10,1
West Indies,253,1106.1,179,6,252.1,100,1,1
South Africa,89,1140.2,175,3,985.7,192,1,0
England,552,1099.7,146,9,1154.3,143,6,1
West Indies,154,1211.7,191,7,1175.8,170,9,1
Zimbabwe,38,1085.0,146,5,1085.0,154,4,0
West Indies,298,1117.8,186,3,835.0,131,10,1
West Indies,307,1160.5,205,7,1098.2,187,6,1
Pakistan,351,1106.9,145,5,1109.4,117,10,1
Pakistan,509,1115.8,180,5,1092.7,171,7,1
Pakistan,151,1149.5,184,4,1110.4,130,7,1
Pakistan,539,1102.1,143,6,1106.4,133,6,1
Australia,224,1115.8,129,8,1110.8,131,2,0
West Indies,171,1118.3,152,6,1115.8,137,9,1
England,615,1148.2,194,9,1111.1,154,9,1
Zimbabwe,613,985.6,144,5,953.2,148,7,0
England,660,1089.7,141,6,1013.8,158,5,0
South Africa,384,1093.7,136,6,833.0,80,10,1
Pakistan,268,1117.1,169,5,1115.5,160,7,1
New Zealand,634,1119.2,124,4,946.4,135,3,0
West Indies,71,1147.6,137,5,793.2,127,10,1
Sri Lanka,30,1138.2,118,7,1111.2,135,5,0
Australia,545,1151.2,153,6,1121.5,160,4,0
Pakistan,574,1104.4,159,6,1096.4,152,6,1
South Africa,190,1103.1,153,6,700.3,161,2,0
England,218,1131.2,152,8,1015.9,163,2,0
Pakistan,673,1102.7,126,6,1089.7,117,6,1
India,125,1138.6,163,5,1101.7,155,5,1
Pakistan,508,1105.1,168,7,1111.1,152,9,1
Afghanistan,593,1133.8,191,4,1147.8,159,7,1
Netherlands,57,1101.4,127,7,955.8,145,2,0
New Zealand,295,1157.7,208,6,1125.2,138,9,1
Netherlands,87,1102.4,111,6,829.7,115,3,0
New Zealand,53,1131.8,190,6,1028.6,148,10,1
Australia,670,1104.1,168,7,1131.9,160,8,1
New Zealand,334,1184.0,181,5,1120.4,174,9,1
Afghanistan,568,1142.6,140,6,1125.1,99,7,1
Sri Lanka,279,1125.2,161,7,1133.8,170,3,0
Pakistan,607,1154.4,158,7,1067.4,144,10,1
New Zealand,59,1159.3,136,8,1116.1,127,10,1
Zimbabwe,471,1146.4,141,6,1097.7,130,8,1
Sri Lanka,512,1103.7,141,4,1104.4,150,4,0
India,497,1163.8,170,3,777.0,87,10,1
Australia,536,1104.4,152,8,1134.8,154,7,0
Sri Lanka,316,1156.3,184,2,1172.1,127,8,1
India,141,1190.0,193,4,479.9,70,10,1
West Indies,524,1123.1,143,6,870.9,161,2,0
Pakistan,165,1111.4,132,8,674.7,138,3,0
Pakistan,631,1113.4,118,5,1118.5,99,9,1
England,644,1094.1,141,6,1115.1,145,5,0
Pakistan,457,1114.1,97,9,764.0,106,3,0
Pakistan,633,1139.5,95,7,618.0,99,1,0
Australia,432,1119.8,190,7,1143.5,196,4,0
New Zealand,7,1130.6,163,4,801.1,174,2,0
England,43,1149.5,105,8,1014.5,114,3,0
New Zealand,132,1160.1,194,3,1139.5,192,5,1
New Zealand,263,1193.5,163,7,896.2,144,10,1
India,84,1099.4,158,5,1118.1,144,8,1
Pakistan,195,1128.2,186,6,1097.9,158,7,1
West Indies,4,1116.1,141,6,1150.3,138,9,1
Afghanistan,718,1264.8,267,2,1124.3,182,6,1
Pakistan,178,1166.1,132,9,1094.4,146,4,0
England,69,1103.4,153,7,1142.3,148,6,1
Sri Lanka,72,1167.2,168,3,948.8,100,10,1
Australia,400,1093.2,201,5,1097.4,163,8,1
Afghanistan,210,1132.8,159,4,1091.7,160,6,0
India,567,1102.7,115,6,736.6,130,2,0
South Africa,306,1117.8,164,7,1157.3,164,5,1
West Indies,704,630.1,55,10,206.8,56,4,0
Bangladesh,317,682.6,120,5,561.8,122,2,0
Sri Lanka,175,1156.8,121,7,1094.7,131,7,0
South Africa,101,1145.6,172,6,1085.0,173,6,0
India,668,1112.1,158,4,1135.8,117,7,1
Netherlands,183,1129.5,131,6,1088.7,142,6,0
India,274,1160.6,166,5,1117.9,114,7,1
